Age,BusinessTravel,MonthlyIncome,JobSatisfaction,Bonus,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,OverTime,Attrition
53,Travel_Rarely,10169,4,30507,Research & Development,2,5,Technical Degree,1,1572,3,Female,3,Manufacturing Director,Married,3,1,4,3,33,1,No,Yes
38,Travel_Rarely,4855,2,14565,Research & Development,2,3,Medical,1,1573,3,Male,2,Manufacturing Director,Married,3,2,2,3,5,1,No,Yes
32,Non-Travel,4087,1,12261,Research & Development,1,4,Technical Degree,1,1574,4,Male,2,Research Scientist,Married,3,1,3,2,6,1,No,No
48,Travel_Rarely,2367,1,7101,Research & Development,15,4,Other,1,1576,3,Female,1,Research Scientist,Married,3,1,3,2,8,7,No,No
34,Travel_Rarely,2972,4,8916,Research & Development,7,4,Medical,1,1577,1,Male,1,Research Scientist,Single,3,0,4,1,1,0,No,No
55,Travel_Rarely,19586,4,78344,Sales,26,5,Marketing,1,1578,3,Male,5,Manager,Married,4,1,3,3,36,2,No,No
34,Travel_Rarely,5484,4,16452,Research & Development,1,4,Life Sciences,1,1580,2,Male,2,Research Scientist,Married,3,1,3,2,2,2,No,No
26,Travel_Rarely,2061,4,8244,Research & Development,3,3,Life Sciences,1,1581,1,Female,1,Research Scientist,Married,4,0,5,3,1,0,No,No
38,Travel_Rarely,9924,2,29772,Sales,14,3,Life Sciences,1,1582,3,Male,2,Sales Executive,Married,3,1,3,3,9,7,No,No
38,Travel_Rarely,4198,2,12594,Sales,16,3,Life Sciences,1,1583,2,Female,2,Sales Executive,Single,3,0,5,4,3,1,No,No
36,Travel_Rarely,6815,3,20445,Sales,1,4,Life Sciences,1,1585,2,Female,2,Sales Executive,Single,3,0,5,3,1,0,No,No
29,Travel_Rarely,4723,1,14169,Research & Development,3,1,Medical,1,1586,2,Male,1,Laboratory Technician,Single,3,0,3,3,10,1,Yes,No
35,Travel_Rarely,6142,3,18426,Research & Development,10,4,Medical,1,1587,1,Female,2,Healthcare Representative,Single,3,0,4,3,5,0,Yes,No
39,Travel_Rarely,8237,3,24711,Sales,6,3,Medical,1,1588,4,Male,3,Sales Executive,Married,3,1,3,3,7,7,No,No
29,Travel_Frequently,8853,4,26559,Research & Development,2,1,Life Sciences,1,1590,1,Male,2,Healthcare Representative,Divorced,3,1,0,4,6,1,No,No
50,Travel_Rarely,19331,3,57993,Sales,9,3,Marketing,1,1591,3,Male,5,Manager,Married,3,1,2,3,1,0,Yes,No
23,Travel_Rarely,2073,3,6219,Research & Development,10,3,Technical Degree,1,1592,4,Male,1,Research Scientist,Married,3,1,2,3,2,2,No,No
36,Travel_Frequently,5562,1,16686,Research & Development,6,4,Life Sciences,1,1594,1,Male,2,Laboratory Technician,Married,3,1,3,3,3,0,Yes,No
42,Travel_Rarely,19613,4,78452,Research & Development,9,2,Other,1,1595,4,Male,5,Manager,Single,4,0,2,3,1,0,No,No
35,Travel_Rarely,3407,3,10221,Research & Development,28,3,Life Sciences,1,1596,2,Male,2,Laboratory Technician,Married,3,2,3,2,10,6,No,No
34,Travel_Frequently,5063,3,15189,Research & Development,10,4,Technical Degree,1,1597,4,Male,2,Healthcare Representative,Married,3,1,3,2,8,7,No,No
40,Travel_Rarely,4639,1,13917,Sales,14,2,Life Sciences,1,1598,4,Female,2,Sales Executive,Married,3,1,2,3,5,1,No,No
43,Travel_Rarely,4876,2,14628,Research & Development,27,3,Technical Degree,1,1599,4,Male,1,Laboratory Technician,Divorced,3,1,0,3,6,0,No,No
35,Travel_Rarely,2690,4,8070,Research & Development,7,2,Life Sciences,1,1601,3,Male,1,Laboratory Technician,Married,3,1,5,2,1,0,No,No
46,Travel_Rarely,17567,1,52701,Sales,1,4,Life Sciences,1,1602,4,Male,4,Manager,Single,3,0,5,1,26,0,No,No
28,Travel_Rarely,2408,2,7224,Research & Development,24,3,Medical,1,1604,3,Male,1,Laboratory Technician,Married,3,3,3,3,1,0,Yes,Yes
22,Non-Travel,2814,3,8442,Research & Development,26,2,Other,1,1605,2,Female,1,Research Scientist,Married,3,0,2,2,4,1,Yes,No
50,Travel_Frequently,11245,3,33735,Research & Development,20,5,Medical,1,1606,2,Male,4,Healthcare Representative,Married,3,1,3,3,30,12,Yes,No
32,Travel_Rarely,3312,4,9936,Research & Development,5,4,Other,1,1607,2,Female,1,Research Scientist,Married,3,2,3,3,3,0,No,No
44,Travel_Rarely,19049,4,57147,Research & Development,7,3,Medical,1,1608,2,Female,5,Research Director,Divorced,3,1,4,2,22,1,Yes,No
30,Travel_Rarely,2141,2,6423,Research & Development,7,3,Medical,1,1609,2,Male,1,Research Scientist,Married,3,1,3,2,6,1,No,No
45,Travel_Rarely,5769,1,17307,Research & Development,5,5,Medical,1,1611,3,Female,2,Laboratory Technician,Single,3,0,3,3,10,1,Yes,No
45,Non-Travel,4385,1,13155,Sales,26,3,Marketing,1,1612,1,Male,2,Sales Executive,Married,3,1,2,3,10,4,No,No
31,Travel_Frequently,5332,1,15996,Sales,2,4,Other,1,1613,4,Male,2,Sales Executive,Single,3,0,3,3,5,0,No,No
36,Travel_Rarely,4663,3,13989,Research & Development,12,4,Life Sciences,1,1614,3,Female,2,Manufacturing Director,Married,3,2,2,3,3,1,Yes,No
34,Travel_Frequently,4724,4,14172,Research & Development,10,4,Life Sciences,1,1615,3,Male,2,Manufacturing Director,Divorced,3,1,3,3,9,7,No,No
49,Travel_Rarely,3211,1,9633,Research & Development,25,4,Life Sciences,1,1617,3,Female,1,Laboratory Technician,Married,3,1,3,2,9,1,No,No
39,Travel_Rarely,5377,1,16131,Research & Development,10,5,Medical,1,1618,2,Male,2,Manufacturing Director,Married,3,3,3,3,7,7,No,No
27,Travel_Rarely,4066,1,12198,Research & Development,19,3,Other,1,1619,4,Male,1,Laboratory Technician,Divorced,3,2,3,3,7,0,No,No
35,Travel_Rarely,5208,1,15624,Research & Development,18,5,Life Sciences,1,1621,2,Male,2,Research Scientist,Married,3,0,2,3,16,1,No,No
28,Travel_Rarely,4877,1,19508,Research & Development,27,3,Medical,1,1622,2,Female,2,Manufacturing Director,Divorced,4,1,5,2,5,0,No,No
21,Travel_Rarely,3117,4,9351,Research & Development,5,1,Medical,1,1623,3,Male,1,Research Scientist,Single,3,0,2,3,2,2,No,No
18,Travel_Frequently,1569,4,4707,Sales,3,2,Medical,1,1624,2,Female,1,Sales Representative,Single,3,0,2,4,0,0,Yes,Yes
47,Travel_Rarely,19658,3,58974,Human Resources,26,4,Life Sciences,1,1625,4,Female,5,Manager,Married,3,1,2,3,5,1,No,No
39,Travel_Rarely,3069,3,9207,Research & Development,3,2,Medical,1,1627,3,Male,2,Laboratory Technician,Divorced,3,1,3,3,10,0,No,No
40,Travel_Rarely,10435,3,31305,Research & Development,15,3,Life Sciences,1,1628,1,Female,3,Manufacturing Director,Married,3,2,2,3,18,14,No,No
35,Non-Travel,4148,3,12444,Research & Development,8,4,Life Sciences,1,1630,3,Female,2,Healthcare Representative,Married,3,1,5,3,14,2,No,No
37,Travel_Rarely,5768,3,17304,Research & Development,19,3,Life Sciences,1,1631,3,Male,2,Manufacturing Director,Married,3,3,2,2,4,0,No,No
39,Travel_Frequently,5042,3,15126,Research & Development,4,3,Medical,1,1633,1,Female,2,Manufacturing Director,Single,3,0,2,1,9,3,No,No
45,Travel_Rarely,5770,4,17310,Research & Development,2,2,Other,1,1635,4,Female,2,Manufacturing Director,Divorced,3,2,3,3,10,3,No,No
38,Travel_Rarely,7756,3,23268,Research & Development,2,2,Medical,1,1638,4,Female,3,Manufacturing Director,Married,3,1,6,4,5,0,Yes,No
35,Travel_Rarely,10306,1,30918,Sales,10,3,Medical,1,1639,4,Male,3,Sales Executive,Married,3,0,3,3,13,6,No,Yes
37,Travel_Rarely,3936,2,11808,Research & Development,10,3,Medical,1,1640,2,Female,1,Research Scientist,Married,3,1,2,1,8,7,No,No
40,Travel_Rarely,7945,4,23835,Research & Development,16,3,Life Sciences,1,1641,3,Female,3,Manufacturing Director,Single,3,0,2,2,4,3,Yes,No
44,Travel_Frequently,5743,4,17229,Human Resources,1,5,Human Resources,1,1642,1,Male,2,Human Resources,Married,3,0,3,3,10,0,Yes,No
48,Travel_Frequently,15202,4,60808,Research & Development,4,5,Medical,1,1644,3,Male,4,Manager,Married,4,1,3,3,2,2,No,No
35,Travel_Rarely,5440,4,16320,Sales,15,2,Medical,1,1645,1,Male,2,Sales Executive,Divorced,3,2,2,2,2,2,Yes,Yes
24,Travel_Frequently,3760,4,11280,Research & Development,2,1,Technical Degree,1,1646,1,Female,1,Research Scientist,Single,3,0,2,3,6,1,Yes,No
27,Travel_Rarely,3517,3,10551,Research & Development,8,3,Medical,1,1647,2,Female,1,Research Scientist,Married,3,0,0,3,3,0,No,No
27,Travel_Frequently,2580,4,7740,Research & Development,2,3,Medical,1,1648,4,Male,1,Research Scientist,Single,3,0,0,2,4,1,No,No
40,Travel_Rarely,2166,1,6498,Research & Development,7,3,Life Sciences,1,1649,1,Male,1,Laboratory Technician,Single,3,0,3,1,4,0,Yes,Yes
29,Travel_Rarely,5869,3,17607,Sales,10,3,Medical,1,1650,3,Male,2,Sales Executive,Single,3,0,2,3,5,1,No,No
36,Travel_Rarely,8008,1,24024,Research & Development,5,4,Life Sciences,1,1651,2,Female,3,Healthcare Representative,Married,3,2,6,3,3,0,No,No
25,Travel_Frequently,5206,3,15618,Research & Development,2,1,Life Sciences,1,1653,4,Male,2,Manufacturing Director,Divorced,3,2,6,3,7,0,No,No
39,Travel_Rarely,5295,2,21180,Research & Development,12,3,Medical,1,1654,4,Male,2,Manufacturing Director,Married,4,0,3,3,5,1,No,No
49,Travel_Rarely,16413,2,49239,Research & Development,22,4,Other,1,1655,1,Female,4,Research Director,Married,3,2,2,3,4,1,No,No
50,Travel_Rarely,13269,1,39807,Research & Development,17,5,Life Sciences,1,1656,4,Female,3,Research Director,Divorced,3,3,3,3,14,1,No,No
20,Travel_Rarely,2783,3,8349,Sales,2,3,Medical,1,1657,3,Female,1,Sales Representative,Single,3,0,3,3,2,2,No,No
34,Travel_Rarely,5433,2,16299,Research & Development,3,3,Life Sciences,1,1658,4,Female,2,Research Scientist,Divorced,3,1,2,3,11,7,No,No
36,Travel_Rarely,2013,2,6039,Research & Development,7,3,Life Sciences,1,1659,1,Male,1,Laboratory Technician,Single,3,0,4,3,4,1,No,No
49,Travel_Rarely,13966,3,41898,Research & Development,6,1,Life Sciences,1,1661,3,Female,4,Healthcare Representative,Married,3,1,3,3,15,2,Yes,No
36,Non-Travel,4374,3,13122,Research & Development,1,4,Medical,1,1662,4,Female,2,Manufacturing Director,Married,3,0,6,3,3,1,No,No
36,Travel_Rarely,6842,1,27368,Research & Development,3,2,Life Sciences,1,1664,4,Male,2,Healthcare Representative,Divorced,4,1,3,3,5,0,No,No
54,Travel_Rarely,17426,3,69704,Research & Development,22,5,Medical,1,1665,2,Female,4,Manager,Married,4,1,6,3,10,4,No,No
43,Travel_Rarely,17603,3,70412,Research & Development,15,2,Life Sciences,1,1666,3,Male,4,Research Director,Married,4,1,3,3,14,6,No,No
35,Travel_Frequently,4581,4,18324,Sales,12,4,Other,1,1667,4,Male,2,Sales Executive,Single,4,0,2,4,11,6,Yes,Yes
38,Travel_Frequently,4735,4,14205,Research & Development,1,3,Life Sciences,1,1668,4,Male,2,Research Scientist,Married,3,2,4,4,13,2,No,No
29,Travel_Rarely,4187,2,12561,Sales,5,3,Medical,1,1669,1,Male,2,Sales Executive,Divorced,3,1,3,2,10,0,Yes,No
33,Travel_Rarely,5505,4,16515,Sales,2,4,Medical,1,1670,4,Male,2,Sales Executive,Divorced,3,2,5,3,6,0,No,No
32,Travel_Rarely,5470,2,16410,Research & Development,2,3,Medical,1,1671,4,Male,2,Research Scientist,Divorced,3,2,4,2,9,1,No,No
31,Travel_Rarely,5476,4,16428,Sales,5,4,Life Sciences,1,1673,1,Female,2,Sales Executive,Married,3,2,2,3,10,0,No,No
49,Travel_Rarely,2587,1,7761,Research & Development,16,3,Medical,1,1674,4,Female,1,Laboratory Technician,Divorced,3,1,2,2,2,2,Yes,No
38,Travel_Frequently,2440,2,9760,Research & Development,2,3,Medical,1,1675,4,Female,1,Laboratory Technician,Single,4,0,3,3,4,3,No,No
47,Travel_Rarely,15972,2,47916,Sales,2,4,Life Sciences,1,1676,2,Female,4,Manager,Divorced,3,3,2,3,3,1,No,No
49,Travel_Rarely,15379,3,46137,Research & Development,1,3,Life Sciences,1,1677,3,Male,4,Manager,Single,3,0,2,3,8,0,No,No
41,Travel_Rarely,7082,3,21246,Sales,23,2,Life Sciences,1,1678,4,Male,3,Sales Executive,Single,3,0,2,3,2,0,Yes,No
20,Travel_Rarely,2728,1,8184,Sales,9,1,Life Sciences,1,1680,4,Male,1,Sales Representative,Single,3,0,3,3,2,0,No,No
33,Non-Travel,5368,4,21472,Sales,16,3,Life Sciences,1,1681,3,Female,2,Sales Executive,Divorced,4,1,2,3,6,1,Yes,No
36,Travel_Rarely,5347,3,16041,Research & Development,26,4,Life Sciences,1,1682,1,Male,2,Healthcare Representative,Married,3,2,2,2,3,0,No,No
44,Travel_Rarely,3195,4,9585,Human Resources,1,3,Life Sciences,1,1683,3,Female,1,Human Resources,Divorced,3,3,2,3,2,2,Yes,No
23,Travel_Rarely,3989,3,11967,Research & Development,8,1,Medical,1,1684,4,Male,1,Laboratory Technician,Single,3,0,2,3,5,1,Yes,Yes
38,Travel_Rarely,3306,3,9918,Research & Development,4,2,Medical,1,1687,4,Female,1,Laboratory Technician,Married,3,1,5,2,0,0,No,No
53,Travel_Rarely,7005,4,21015,Research & Development,24,4,Medical,1,1689,2,Male,3,Healthcare Representative,Married,3,0,2,3,4,1,No,No
48,Travel_Frequently,2655,3,7965,Sales,7,2,Medical,1,1691,4,Female,1,Sales Representative,Married,3,2,3,3,9,7,Yes,Yes
32,Travel_Rarely,1393,2,4179,Research & Development,2,4,Life Sciences,1,1692,4,Male,1,Laboratory Technician,Single,3,0,2,3,1,0,No,Yes
26,Non-Travel,2570,4,10280,Research & Development,7,3,Medical,1,1693,4,Male,1,Laboratory Technician,Single,4,0,5,3,7,5,No,No
55,Travel_Rarely,3537,2,10611,Research & Development,22,3,Technical Degree,1,1694,1,Male,1,Research Scientist,Divorced,3,1,1,3,4,1,No,No
34,Travel_Rarely,3986,4,11958,Research & Development,5,2,Medical,1,1696,2,Male,2,Laboratory Technician,Married,3,1,3,4,15,4,No,No
60,Travel_Rarely,10883,4,43532,Research & Development,1,4,Medical,1,1697,3,Male,3,Healthcare Representative,Divorced,4,1,2,4,1,0,No,No
33,Travel_Rarely,2028,2,6084,Research & Development,21,3,Medical,1,1698,2,Male,1,Laboratory Technician,Married,3,3,6,3,14,2,No,No
37,Travel_Frequently,9525,4,28575,Sales,1,4,Medical,1,1700,3,Male,2,Sales Executive,Divorced,3,2,2,2,6,1,No,No
34,Travel_Rarely,2929,4,8787,Research & Development,19,3,Life Sciences,1,1701,2,Female,1,Research Scientist,Married,3,0,3,3,10,8,No,No
23,Travel_Rarely,2275,4,9100,Sales,7,3,Life Sciences,1,1702,3,Male,1,Sales Representative,Divorced,4,1,2,3,3,0,Yes,Yes
44,Travel_Rarely,7879,4,23637,Research & Development,2,3,Life Sciences,1,1703,3,Female,3,Healthcare Representative,Married,3,1,2,3,8,6,Yes,No
35,Travel_Frequently,4930,4,14790,Research & Development,2,4,Medical,1,1704,1,Male,1,Research Scientist,Single,3,0,2,4,5,1,Yes,No
43,Travel_Rarely,7847,4,23541,Sales,2,3,Medical,1,1706,4,Male,2,Sales Executive,Married,3,1,3,3,10,8,Yes,No
24,Travel_Rarely,4401,3,13203,Research & Development,9,3,Medical,1,1707,3,Male,1,Research Scientist,Married,3,1,1,3,5,0,No,No
41,Travel_Rarely,9241,3,27723,Sales,6,3,Marketing,1,1708,4,Male,3,Sales Executive,Single,3,0,3,3,10,8,No,No
29,Travel_Rarely,2974,3,8922,Research & Development,9,4,Medical,1,1709,4,Female,1,Laboratory Technician,Married,3,1,2,3,5,1,No,No
36,Travel_Rarely,4502,4,13506,Sales,2,4,Life Sciences,1,1710,3,Female,2,Sales Representative,Single,3,0,2,2,13,6,No,No
45,Non-Travel,10748,3,42992,Research & Development,1,1,Life Sciences,1,1712,3,Male,3,Healthcare Representative,Married,4,1,3,2,23,14,No,No
24,Travel_Rarely,1555,3,4665,Human Resources,22,1,Human Resources,1,1714,4,Male,1,Human Resources,Married,3,1,2,3,1,0,No,Yes
47,Travel_Frequently,12936,3,38808,Sales,9,3,Life Sciences,1,1716,3,Male,4,Sales Executive,Married,3,0,3,1,23,14,No,Yes
26,Travel_Rarely,2305,3,6915,Research & Development,17,4,Medical,1,1718,4,Male,1,Laboratory Technician,Married,3,3,3,4,3,0,No,No
45,Travel_Rarely,16704,2,50112,Research & Development,28,2,Technical Degree,1,1719,4,Female,4,Research Director,Single,3,0,2,3,21,8,No,No
32,Travel_Frequently,3433,3,10299,Research & Development,10,3,Life Sciences,1,1720,1,Male,1,Research Scientist,Married,3,1,3,2,5,1,No,No
31,Travel_Rarely,3477,3,10431,Research & Development,2,4,Life Sciences,1,1721,2,Male,1,Laboratory Technician,Married,3,1,2,4,5,0,No,No
41,Non-Travel,6430,2,19290,Human Resources,4,3,Human Resources,1,1722,3,Male,2,Human Resources,Married,3,1,4,3,3,1,No,No
40,Travel_Rarely,6516,1,19548,Research & Development,8,2,Life Sciences,1,1724,2,Female,2,Manufacturing Director,Married,3,1,3,3,1,0,Yes,No
24,Travel_Rarely,3907,1,11721,Research & Development,29,1,Medical,1,1725,2,Male,1,Laboratory Technician,Divorced,3,3,2,4,6,1,No,No
46,Travel_Rarely,5562,2,16686,Research & Development,13,4,Life Sciences,1,1727,3,Male,2,Healthcare Representative,Single,3,0,3,3,10,0,No,No
35,Travel_Rarely,6883,3,20649,Research & Development,27,4,Life Sciences,1,1728,4,Male,2,Manufacturing Director,Married,3,1,3,3,7,0,No,No
30,Travel_Rarely,2862,4,8586,Research & Development,16,1,Life Sciences,1,1729,2,Male,1,Research Scientist,Married,3,1,2,2,10,0,No,No
47,Non-Travel,4978,2,14934,Sales,2,4,Marketing,1,1731,3,Male,2,Sales Executive,Married,3,1,3,1,1,0,No,No
46,Travel_Rarely,10368,4,31104,Sales,2,3,Life Sciences,1,1732,3,Male,3,Sales Executive,Divorced,3,1,5,2,10,0,Yes,No
36,Travel_Rarely,6134,1,18402,Sales,13,5,Marketing,1,1733,2,Male,2,Sales Executive,Divorced,3,3,3,3,2,2,Yes,Yes
32,Travel_Rarely,6735,2,20205,Sales,1,2,Life Sciences,1,1734,1,Male,2,Sales Executive,Single,3,0,2,3,0,0,No,Yes
23,Travel_Rarely,3295,2,9885,Research & Development,4,1,Medical,1,1735,3,Female,1,Laboratory Technician,Single,3,0,3,1,3,1,No,No
31,Travel_Frequently,5238,4,20952,Research & Development,24,1,Technical Degree,1,1736,4,Female,2,Manufacturing Director,Single,4,0,3,2,5,1,No,No
39,Non-Travel,6472,4,19416,Research & Development,1,3,Life Sciences,1,1737,4,Male,2,Laboratory Technician,Married,3,1,2,3,9,5,Yes,No
32,Travel_Rarely,9610,3,28830,Sales,19,3,Life Sciences,1,1739,4,Male,3,Sales Executive,Married,3,1,2,1,4,0,No,No
40,Travel_Rarely,19833,2,59499,Sales,7,4,Medical,1,1740,2,Male,5,Manager,Single,3,0,3,2,21,12,No,No
45,Travel_Rarely,9756,3,39024,Human Resources,4,3,Life Sciences,1,1744,3,Female,3,Human Resources,Married,4,2,2,4,5,0,No,No
30,Travel_Frequently,4968,1,14904,Research & Development,2,4,Technical Degree,1,1745,4,Female,1,Research Scientist,Single,3,0,2,3,9,0,No,No
24,Travel_Frequently,2145,4,6435,Human Resources,10,3,Medical,1,1746,1,Male,1,Human Resources,Married,3,1,2,3,2,2,No,No
30,Travel_Frequently,2180,4,6540,Human Resources,8,3,Human Resources,1,1747,3,Female,1,Human Resources,Divorced,3,1,0,2,4,1,No,Yes
31,Travel_Rarely,8346,3,25038,Sales,5,3,Technical Degree,1,1749,1,Male,2,Sales Executive,Married,3,1,3,3,5,0,No,No
27,Travel_Rarely,3445,4,10335,Research & Development,8,3,Medical,1,1751,3,Female,1,Research Scientist,Single,3,0,5,2,6,1,No,No
29,Travel_Rarely,2760,2,8280,Sales,9,3,Marketing,1,1752,2,Female,1,Sales Representative,Single,3,0,3,3,2,2,No,Yes
29,Travel_Frequently,6294,3,18882,Research & Development,1,3,Life Sciences,1,1753,4,Male,2,Healthcare Representative,Single,3,0,5,4,3,0,Yes,No
30,Travel_Rarely,7140,1,21420,Sales,15,2,Marketing,1,1754,3,Male,3,Sales Executive,Divorced,3,1,2,3,7,1,No,No
34,Travel_Rarely,2932,4,8796,Research & Development,2,4,Medical,1,1755,4,Male,1,Research Scientist,Married,3,3,3,3,5,1,Yes,No
33,Non-Travel,5147,2,15441,Sales,2,3,Marketing,1,1756,4,Female,2,Sales Executive,Single,3,0,2,2,11,1,No,No
49,Travel_Rarely,4507,4,13521,Sales,11,4,Marketing,1,1757,4,Female,2,Sales Executive,Single,3,0,1,4,5,0,No,No
33,Travel_Rarely,8564,1,34256,Sales,16,3,Life Sciences,1,1758,1,Female,3,Sales Executive,Single,4,0,2,2,0,0,Yes,Yes
38,Travel_Frequently,2468,2,7404,Research & Development,2,2,Medical,1,1760,3,Female,1,Laboratory Technician,Married,3,1,4,2,6,0,No,No
31,Travel_Rarely,8161,3,24483,Sales,16,4,Marketing,1,1761,1,Male,3,Sales Executive,Married,3,3,2,3,1,0,No,Yes
29,Travel_Rarely,2109,1,6327,Research & Development,4,3,Technical Degree,1,1762,4,Female,1,Research Scientist,Divorced,3,1,2,3,1,0,No,No
30,Travel_Rarely,5294,3,15882,Research & Development,16,3,Life Sciences,1,1763,3,Male,2,Healthcare Representative,Married,3,1,3,3,7,1,No,No
32,Non-Travel,2718,2,8154,Research & Development,5,4,Technical Degree,1,1764,2,Male,1,Research Scientist,Single,3,0,3,3,7,0,No,No
38,Travel_Rarely,5811,4,17433,Research & Development,18,3,Medical,1,1766,2,Male,2,Healthcare Representative,Married,3,1,2,3,1,1,Yes,No
43,Travel_Frequently,2437,3,7311,Research & Development,17,3,Technical Degree,1,1767,3,Male,1,Research Scientist,Married,3,1,4,3,1,0,Yes,Yes
42,Travel_Rarely,2766,2,11064,Research & Development,12,3,Medical,1,1768,2,Male,1,Laboratory Technician,Divorced,4,3,6,2,5,0,No,No
55,Travel_Rarely,19038,1,57114,Research & Development,2,3,Medical,1,1770,3,Male,5,Research Director,Married,3,3,2,3,1,0,No,No
33,Non-Travel,3055,2,9165,Research & Development,4,3,Technical Degree,1,1771,4,Male,2,Research Scientist,Divorced,3,2,2,2,9,1,No,No
41,Travel_Rarely,2289,1,9156,Research & Development,9,4,Life Sciences,1,1772,3,Male,1,Laboratory Technician,Divorced,4,2,2,3,5,0,No,No
34,Non-Travel,4001,3,12003,Sales,10,3,Life Sciences,1,1774,4,Male,2,Sales Executive,Divorced,3,1,3,3,15,0,Yes,No
53,Non-Travel,12965,3,51860,Research & Development,1,4,Medical,1,1775,1,Female,4,Manufacturing Director,Married,4,3,2,2,3,0,Yes,No
43,Travel_Rarely,3539,4,10617,Human Resources,2,3,Life Sciences,1,1778,2,Male,1,Human Resources,Single,3,0,5,3,9,1,No,No
34,Travel_Rarely,6029,4,18087,Sales,3,2,Life Sciences,1,1779,4,Female,2,Sales Executive,Single,3,0,3,3,2,2,No,No
21,Travel_Rarely,2679,2,8037,Sales,7,1,Marketing,1,1780,2,Male,1,Sales Representative,Single,3,0,3,3,1,1,No,Yes
38,Travel_Rarely,3702,3,11106,Research & Development,6,2,Other,1,1782,4,Female,1,Laboratory Technician,Married,3,1,3,3,5,0,No,No
22,Travel_Rarely,2398,1,7194,Research & Development,8,1,Medical,1,1783,3,Female,1,Laboratory Technician,Married,3,0,6,3,1,0,Yes,Yes
31,Travel_Rarely,5468,4,16404,Sales,29,4,Marketing,1,1784,1,Female,2,Sales Executive,Married,3,2,3,3,12,5,No,No
51,Travel_Rarely,13116,3,39348,Research & Development,3,3,Technical Degree,1,1786,1,Female,3,Manager,Married,3,0,2,3,2,2,No,No
37,Travel_Rarely,4189,2,12567,Sales,9,2,Marketing,1,1787,2,Male,2,Sales Executive,Married,3,2,2,3,5,0,No,No
46,Travel_Rarely,19328,4,57984,Research & Development,2,4,Medical,1,1789,3,Male,5,Research Director,Divorced,3,1,3,3,2,2,Yes,No
36,Travel_Rarely,8321,1,24963,Research & Development,10,3,Life Sciences,1,1790,4,Male,3,Healthcare Representative,Married,3,1,1,3,12,5,Yes,No
44,Travel_Frequently,2342,2,7026,Research & Development,1,2,Medical,1,1792,3,Male,1,Research Scientist,Divorced,3,3,2,2,5,2,Yes,Yes
37,Travel_Rarely,4071,2,12213,Human Resources,8,2,Other,1,1794,3,Male,2,Human Resources,Divorced,3,0,4,2,10,4,No,No
35,Travel_Rarely,5813,4,17439,Sales,27,3,Life Sciences,1,1797,3,Male,2,Sales Executive,Single,3,0,2,3,10,7,Yes,Yes
33,Travel_Rarely,3143,1,9429,Research & Development,8,4,Life Sciences,1,1798,4,Male,1,Research Scientist,Married,3,1,1,3,10,7,No,No
28,Travel_Rarely,2044,4,6132,Research & Development,1,3,Life Sciences,1,1799,3,Male,1,Research Scientist,Married,3,1,6,4,5,0,No,No
39,Travel_Rarely,13464,3,53856,Research & Development,10,1,Medical,1,1800,3,Male,3,Research Director,Single,4,0,3,3,4,2,No,No
46,Non-Travel,7991,2,23973,Sales,26,2,Life Sciences,1,1801,2,Male,2,Sales Executive,Single,3,0,3,3,2,2,No,No
40,Travel_Rarely,3377,1,10131,Research & Development,2,2,Life Sciences,1,1802,3,Female,1,Laboratory Technician,Married,3,1,5,2,4,0,No,No
42,Travel_Rarely,5538,1,16614,Research & Development,13,3,Medical,1,1803,2,Male,2,Healthcare Representative,Married,3,2,2,2,0,0,No,No
35,Non-Travel,5762,4,17286,Research & Development,2,2,Medical,1,1804,2,Male,2,Manufacturing Director,Divorced,3,1,6,3,7,1,No,No
38,Non-Travel,2592,2,7776,Human Resources,2,3,Human Resources,1,1805,1,Male,1,Human Resources,Divorced,3,3,3,3,11,3,No,No
34,Travel_Frequently,5346,1,16038,Research & Development,9,4,Life Sciences,1,1807,4,Male,2,Laboratory Technician,Married,3,1,3,2,7,0,No,Yes
37,Travel_Rarely,4213,1,12639,Research & Development,10,4,Medical,1,1809,4,Male,2,Manufacturing Director,Single,3,0,4,1,10,0,No,Yes
39,Travel_Frequently,4127,4,12381,Sales,20,3,Life Sciences,1,1812,3,Male,2,Sales Executive,Divorced,3,1,6,3,2,2,No,No
43,Non-Travel,2438,3,7314,Research & Development,9,3,Life Sciences,1,1813,1,Male,1,Research Scientist,Single,3,0,2,2,3,1,No,No
41,Travel_Rarely,6870,2,20610,Research & Development,5,3,Life Sciences,1,1814,2,Male,2,Healthcare Representative,Single,3,0,3,1,3,1,No,No
41,Travel_Rarely,10447,3,31341,Sales,4,1,Marketing,1,1815,3,Female,3,Sales Executive,Divorced,3,1,3,4,22,13,Yes,No
30,Travel_Rarely,9667,3,29001,Research & Development,10,3,Medical,1,1816,1,Female,3,Manufacturing Director,Single,3,0,3,3,7,0,No,No
26,Travel_Rarely,2148,2,6444,Human Resources,20,2,Medical,1,1818,4,Female,1,Human Resources,Married,3,0,3,3,5,1,Yes,Yes
46,Travel_Rarely,8926,2,35704,Research & Development,21,2,Medical,1,1821,4,Female,2,Healthcare Representative,Married,4,1,2,4,9,3,No,Yes
